Name,Soundex,Frequency,ZipfPopularity
Thirlwell,T644,2,3
Thirsk,T620,1,9
Thirst,T623,1,7
Thistlethwait,T234,1,4
Thistleton,T234,1,9323
Thom,T500,1,1
Thomas,T520,288,2
Thomasin,T525,1,35
Thomason,T525,5,10
Thomis,T520,1,8
Thomlinson,T545,2,83
Thompsett,T512,1,1
Thompson,T512,192,1
Thomson,T525,6,1
Thorburn,T616,3,5
Thorley,T640,4,1
Thorn,T650,18,4
Thornalley,T654,2,2
Thornas,T652,1,1
Thornback,T651,1,12
Thornber,T651,2,1
Thornburn,T651,1,83
Thornbury,T651,2,1
Thorndike,T653,1,3
Thorne,T650,11,1
Thorneley,T654,1,1
Thorneloo,T654,1,1
Thorner,T656,1,4
Thornes,T652,1,2
Thornham,T655,1,1736
Thornhill,T654,5,1
Thornicroft,T652,2,1
Thornley,T654,7,1
Thorns,T652,3,2
Thornton,T653,40,5
Thorogood,T623,8,1973
Thorougood,T623,1,95
Thorp,T610,13,1
Thorpe,T610,22,2
Thorrington,T652,2,543
Thory,T600,1,1
Thould,T430,1,4394
Threadgold,T632,1,1
Threadkell,T632,1,16
Threadkill,T632,1,1
Threapleton,T614,1,1
Thredder,T636,1,6
Threlfall,T641,1,14
Thresh,T620,1,1
Thresher,T626,1,1
Thrift,T613,1,3
Thring,T652,2,3
Thrope,T610,1,2
Thrower,T660,2,6
Thrupp,T610,1,7
Thrush,T620,1,1
Thrustle,T623,1,3
Thulborn,T416,1,8
Thurgood,T623,2,1
Thurkattlee,T623,1,4
Thurley,T640,2,11
Thurlow,T640,4,1
Thurlwell,T644,1,5
Thurman,T655,2,1
Thurmer,T656,1,1
Thurms,T652,1,1
Thursby,T621,1,4
Thursfield,T621,1,1
Thurstan,T623,1,465397
Thurston,T623,7,1
Thurtell,T634,1,292
Thwaite,T300,1,22
Thwaites,T320,3,1
Thwaits,T320,1,1
Thyer,T600,1,2
Tibbel,T140,1,2
Tibbetts,T132,2,2
Tibbey,T100,1,39
Tibbitts,T132,1,13
Tibbo,T100,1,1
Tibbs,T120,3,11
Tibs,T120,1,21
Tice,T200,1,1
Tichener,T256,1,5
Tickell,T240,2,1
Tickle,T240,5,2
Tickner,T256,4,1
Tickton,T235,1,15
Tideswell,T324,1,1
Tidey,T300,3,756
Tidswell,T324,3,7
Tidy,T300,4,1
Tidyman,T355,3,64
Tiernan,T655,1,1
Tierney,T650,3,1
Tiffin,T150,2,19
Tiffney,T150,1,1
Tigan,T250,1,3
Tigh,T200,1,1
Tighe,T200,2,2
Tilbury,T416,1,11
Tilby,T410,2,620
Tilcock,T422,1,1
Tildesley,T432,4,3
Tiley,T400,1,1
Till,T400,9,88
Tillar,T460,1,1
Tiller,T460,1,12
Tillett,T430,5,88
Tilley,T400,9,1
Tillford,T416,1,1
Tilling,T452,1,2
Tillings,T452,1,5
Tillotson,T432,2,2
Tilly,T400,2,2
Tilsley,T424,3,13
Tilson,T425,1,1
Tily,T400,1,6
Timberlake,T516,1,10
Time--ll,T540,1,128
Timins,T552,1,1
Timlin,T545,1,69
Timmerman,T565,1,42
Timmings,T552,1,3
Timmins,T552,5,2
Timmis,T520,3,1
Timms,T520,5,30
Timothy,T530,1,6
Timperley,T516,1,1
Timpson,T512,2,1
Tims,T520,2,477
Timson,T525,5,11
Tincknell,T525,1,1
Tindal,T534,3,7
Tindale,T534,2,56
Tindall,T534,6,1
Tindell,T534,2,339
Tindle,T534,1,3
Tindley,T534,1,4
Tiney,T500,1,1
Tingle,T524,5,2
Tingley,T524,1,30
Tink,T520,1,22
Tinker,T526,2,1
Tinkin,T525,1,8
Tinkler,T524,5,2
Tinney,T500,1,1
Tinsley,T524,6,3
Tipler,T146,1,2
Tippard,T163,1,2
Tipper,T160,3,1
Tippet,T130,4,222
Tippett,T130,6,1
Tippin,T150,1,1
Tipping,T152,3,1
Tipple,T140,1,26
Tipton,T135,3,2
Tirpin,T615,1,16
Tisdall,T234,1,133
Tish,T200,1,7
Tissington,T252,2,1
Titchener,T325,2,1
Titchmarsh,T325,1,7
Titcombe,T325,3,1
Tite,T300,2,1
Titherington,T365,2,1
Titilat?,T343,1,2
Titley,T340,3,3
Titmass,T352,1,2
Titmous,T352,1,2
Titmouse,T352,1,2
Titmuss,T352,1,1
Tittensor,T352,1,2
Titterton,T363,3,2
Tittle,T340,3,1
Tivenen,T155,1,16
Tivey,T100,1,2
Tivnan,T155,1,18
Tizard,T263,5,1
Tobias,T120,1,3
Tobin,T150,2,1
Tocock,T220,1,1
Todd,T300,30,1
Todhunter,T353,3,2
Todman,T355,2,3
Toft,T130,3,173
Tofts,T132,1,7
Toghill,T240,2,1
Tolar,T460,1,1926
Tolfree,T416,1,72
Tolhurst,T462,2,1
Tolin,T450,1,1
Toll,T400,3,863
Tollan,T450,1,103
Tollaway,T400,1,110
Tollerfield,T461,1,1
Tolley,T400,2,20
Tolputt,T413,1,25
Tolson,T425,3,1
Tomalin,T545,3,1
Tomblin,T514,1,28
Tombling,T514,1,1
Tombs,T512,1,1
Tomkin,T525,1,1
Tomkins,T525,7,47
Tomkinson,T525,5,1
Tomkis,T522,1,2
Tomkison,T522,1,1
Tomlin,T545,4,550
Tomlins,T545,1,1
Tomlinson,T545,31,1362
Tompkins,T512,2,1
Tompsett,T512,1,1
Tompson,T512,1,2
Toms,T520,3,1
Tomsett,T523,1,2
Tomson,T525,2,3
Tondup,T531,1,1
Tong,T520,3,2
Tonge,T520,2,1
Tongue,T520,1,10
Tonkin,T525,6,6471
Tonking,T525,1,1
Tonks,T520,5,1
Tonky,T520,1,1
Toogood,T230,1,1
Took,T200,1,1
Tooke,T200,1,21
Tookey,T200,2,7
Tool,T400,2,3
Toole,T400,2,4
Tooley,T400,1,2
Toomer,T560,2,8
Toomis,T520,1,25
Toon,T500,1,2
Toone,T500,2,1
Toop,T100,2,6
Tootell,T340,4,42
Tooth,T300,2,1
Tope,T100,1,1
Topham,T150,6,18
Toplin,T145,1,2
Toplis,T142,2,1
Topliss,T142,1,5
Topney,T150,1,3
Topp,T100,2,44
Topper,T160,1,1
Topping,T152,7,3
Tordoff,T631,1,110
Torey,T600,1,2
Torgoose,T622,1,14
Torkington,T625,2,4
Torr,T600,3,1
Torrington,T652,1,138
Tortais,T632,1,12
Tortoishell,T632,1,1
Torton,T635,1,3
Tortus,T632,1,2
Tory,T600,1,490
Tose,T200,1,4
Tosland,T245,1,2
Tossell,T240,1,31
Tosswill,T240,1,2
Tothill,T340,1,3
Totman,T355,1,3
Tottel,T340,1,1
Totterdell,T363,1,3
Tottey,T300,1,1
Totty,T300,3,1
Toung,T520,1,1
Tout,T300,1,4814
Touzel,T240,1,1
Tovey,T100,3,3
Tow,T000,1,8
Towars,T620,1,2
Towell,T400,2,1
Towers,T620,11,1
Towl,T400,1,749
Towle,T400,1,5
Towler,T460,3,5
Towlerton,T463,1,1
Town,T500,3,2
Townend,T553,6,57
Towner,T560,2,1
Townley,T540,7,1
Townly,T540,1,1
Townroe,T560,2,1
Towns,T520,2,3
Townsend,T525,25,1
Townshend,T525,8,1
Townson,T525,4,2
Towse,T200,3,2
Toy,T000,5,3
Toyne,T500,1,7
Tozer,T260,1,24
Trafford,T616,4,1
Transfield,T652,1,1
Tranter,T653,9,1
Trappitt,T613,1,2
Trapps,T612,2,10
Trash,T620,2,15
Trasle,T624,1,2
Trater,T636,1,1
Trathan,T635,1,11
Tratt,T630,1,8
Trattles,T634,2,13
Traunter,T653,1,3
Travell,T614,1,22
Travers,T616,1,1
Traves,T612,1,1
Travis,T612,10,4118
Traviss,T612,1,2
Travy,T610,1,18
Trayburn?,T616,1,1
Treacy,T620,1,1
Treadaway,T630,1,5
Treadgold,T632,1,1
Treadwell,T634,2,3
Treasure,T626,2,1
Trebble,T614,1,3
Trebilcock,T614,3,1
Treble,T614,1,11
Treby,T610,1,3
Tredray,T636,1,4
Tredwell,T634,1,3
Tredwen,T635,1,1
Tree,T600,1,11
Treen,T650,2,2
Tregellas,T624,1,2
Tregidgo,T623,1,13
Treglown,T624,1,1
Tregoning,T625,1,1
Treguning,T625,1,2
Trehane,T650,1,1
Treharne,T665,1,1
Treice,T620,1,1
Treleaven,T641,1,31
Trelfa,T641,1,94
Tremain,T655,2,1
Tremayne,T655,1,152
Tremeer,T656,2,2
Tremlett,T654,2,2
Trenaman,T655,1,1
Trench,T652,1,190
Trenchard,T652,1,10
Trendall,T653,1,7
Trenear,T656,1,1
Trenfield,T651,1,27
Trengove,T652,1,1
Trenneere,T656,1,1
Trent,T653,2,47
Trenwith,T653,2,108
Trerethick,T663,1,3
Trerice,T662,1,11
Tresidder,T623,1,1
Trestrain,T623,1,1
Trethewey,T630,2,1
Trethowan,T635,1,5
Trevellyn,T614,1,2
Trevelyan,T614,1,8
Trevena,T615,2,32
Trever,T616,1,1
Treviddick,T613,1,55
Trevis,T612,1,1
Trevithick,T613,2,1
Trevor,T616,4,2
Trew,T600,1,20
Trewartha,T663,1,5
Trewavas,T612,1,1
Trewhela,T640,1,1
Trewin,T650,2,1
Trewren,T665,1,1
Tribe,T610,3,2
Tribute,T613,1,3
Tricker,T626,2,4
Tricket,T623,1,11
Trickett,T623,2,1983
Trickey,T620,1,12
Trigg,T620,5,10
Trigger,T626,1,10
Triggs,T620,4,2
Trilloe,T640,1,1
Trimbal,T651,1,1
Trimble,T651,1,4
Trimby,T651,2,18
Trimling,T654,1,9
Trimmer,T656,3,1
Trinder,T653,2,204
Tringham,T652,1,1
Tripconey,T612,1,2733
Tripp,T610,4,6
Trippick,T612,1,1
Tristram,T623,1,6
Trobridge,T616,1,2
Trodd,T630,1,1
Troke,T620,1,3
Trolip,T641,1,9
Trollip,T641,1,7
Trollope,T641,1,1
Troth,T630,1,1
Trotman,T635,5,6
Trott,T630,4,9
Trotter,T636,2,7
Troughton,T623,2,11
Trout,T630,1,1
Trouve,T610,1,2
Trow,T600,6,1
Trowbridge,T616,2,181
Trowell,T640,1,1
Trower,T660,2,1
Trowsdale,T623,1,7
Trowton,T635,1,21
Trubody,T613,1,4
Truby,T610,1,1
Trudgen,T632,1,3
Trudgian,T632,1,1
Truelove,T641,2,3
Trueman,T655,7,1
Truman,T655,3,1
Trump,T651,3,1
Trundle,T653,3,11
Truran,T665,1,2
Truscott,T623,3,34
Trusker,T626,1,1
Trusler,T624,2,27
Truss,T620,1,2
Trussler,T624,1,2
Trusslove,T624,1,9
Trusson,T625,1,6
Trust,T623,2,7
Truswell,T624,1,8
Tryner,T656,1,1
Trythall,T634,2,36
Tubb,T100,1,1159
Tubbs,T120,1,4
Tubman,T155,1,1
Tuck,T200,34,1
Tucker,T260,7,1
Tuckett,T230,2,4
Tuckey,T200,3,5
Tuckfield,T214,1,1
Tuckman,T255,1,1
Tucknott,T253,1,1
Tuckwood,T230,1,1
Tudball,T314,1,1
Tuddenham,T355,1,1
Tudor,T360,4,4
Tuffen,T150,1,1
Tuffery,T160,1,3
Tuft,T130,1,3
Tugwell,T240,1,1
Tuhill,T400,1,2
Tuke,T200,2,1
Tull,T400,2,1
Tullett,T430,2,1
Tulloch,T420,1,1
Tully,T400,2,81
Tummon,T550,1,57
Tunbridge,T516,2,1662
Tungatt,T523,1,1362
Tunley,T540,1,10
Tunmer,T560,1,81
Tunmore,T560,1,4
Tunnadine,T535,1,8
Tunnecliff,T524,1,1
Tunnell,T540,1,3
Tunnicliff,T524,6,1
Tunnicliffe,T524,2,1
Tunningley,T552,1,1
Tunninley,T554,1,4
Tunny,T500,2,6
Tunstall,T523,8,4
Tunstell,T523,1,1
Tunstill,T523,1,110
Tupholme,T145,2,1187
Tupling,T145,1,1
Tuppen,T150,1,6
Tupper,T160,3,504
Turgoose,T622,1,7
Turk,T620,1,1
Turland,T645,1,2
Turley,T640,2,7
Turnbull,T651,17,5
Turner,T656,224,5
Turney,T650,4,3
Turngatt,T652,1,4
Turnham,T655,2,2
Turnock,T652,1,218
Turpin,T615,4,8
Turrell,T640,3,2
Turtill,T634,2,1
Turton,T635,10,2
Turvey,T610,3,1
Tute,T300,1,16
Tuton,T350,1,20
Tutt,T300,1,21
Tutthill,T340,1,1
Tuttiette,T330,1,10
Tuttlebee,T341,1,26
Tutton,T350,2,969
Tutty,T300,1,3
Tuxford,T216,1,275
Tuxworth,T263,1,295
Twaddle,T340,2,7
Twaites,T320,1,1
Twamley,T540,1,1
Tweddle,T340,1,1
Tweed,T300,1,1
Tweedale,T340,1,2
Tweedle,T340,1,3
Tweedy,T300,2,1
Tweentyman,T535,1,1
Twiddy,T300,1,1
Twigg,T200,9,1
Twigge,T200,1,1
Twiggs,T200,1,1
Twilley,T400,1,34
Twine,T500,1,3
Twiner,T560,1,2
Twining,T552,1,2
Twinn,T500,1,10
Twisleton,T243,1,1
Twiss,T200,2,1
Twissell,T240,1,9
Twist,T230,2,124
Twitchen,T325,1,136
Twitchett,T323,2,12
Twitchim,T325,1,2
Twitchin,T325,1,3
Twizel,T240,1,61
Twizell,T240,1,1
Twomey,T500,2,1
Twort,T630,1,1
Twyford,T163,1,1
Twyning,T552,1,1
Twysden,T235,1,2
Tyacke,T200,1,3
Tyas,T200,1,630
Tydeman,T355,1,4
Tye,T000,4,5
Tyers,T620,2,1
Tyhurst,T623,1,1
Tyldesley,T432,1,12
Tyldsley,T432,1,20
Tylee,T400,1,2
Tyler,T460,12,58
Tylor,T460,1,1
Tyman,T550,1,1
Tymm,T500,1,1
Tymms,T520,1,1
Tymon,T550,1,2
Tynemouth,T553,1,15
Tyrell,T640,3,28
Tyrer,T660,4,12
Tyrrell,T640,4,2
Tyse,T200,1,8
Tysoe,T200,2,9
Tyson,T250,4,14
Udall,U340,2,718424
Udell,U340,1,40
Udy,U300,1,1
Ulph,U410,1,3
Ulyatt,U430,1,8
Umbers,U516,1,1
Umpleby,U514,2,1
Umpley,U514,1,3
Underdown,U536,1,2
Underhill,U536,11,3354
Underlin,U536,1,3
Underwood,U536,20,1
Unicombe,U525,1,9
Unsworth,U526,11,14
Unwin,U550,9,9
Upcraft,U126,1,4
Upcroft,U126,1,1
Upfill,U140,1,28
Upham,U150,1,9
Uphill,U140,1,2
Uppington,U152,1,11
Upsdale,U123,1,1
Upson,U125,1,2
Upston,U123,1,1
Upton,U135,14,54
Upward,U163,2,12
Urch,U620,1,1
Uren,U650,4,77
Urie,U600,1,1
Urmson,U652,1,2
Urquhart,U626,1,226
Urry,U600,1,6
Urwin,U650,3,1
Ushaw,U200,1,164
Usher,U260,11,1
Usherwood,U263,1,2
Usill,U240,1,4
Utting,U352,2,1
Uttley,U340,4,13
Utton,U350,1,1
Vacher,V260,1,2
Vague,V200,1,671
Vagy,V200,1,1
Vale,V400,4,2
Valendine,V453,1,2
Valens,V452,1,201
Valentine,V453,7,5
Valiant,V453,1,13
Vallance,V452,2,3
Vallentin,V453,1,3
Vallett,V430,1,2
Vallis,V420,4,1
Vamplew,V514,1,1386
Van,V500,1,1
Vanderkisle,V536,1,1
Vandermeulen,V536,1,1
Vanderplank,V536,1,5
VanGruisen,V526,1,4
Vann,V500,4,213
Vanner,V560,1,1
Vanston,V523,1,3
Vanwyck,V520,1,9
Varah,V600,1,4
Varcoe,V620,1,2
Varden,V635,2,1
Vardy,V630,1,10
Vare,V600,1,1
Varey,V600,3,1
Varley,V640,6,1
Varlow,V640,1,3
Varndell,V653,1,3
Varney,V650,3,1
Varnham,V655,1,3
Varrall,V640,1,1
Vart,V630,2,2
Vascoe,V200,1,4
Vase,V200,1,9
Vasey,V200,1,231
Vassar,V260,1,1
Vaughan,V250,27,73
Vaughans,V252,1,1
Vaughton,V235,1,1
Vaux,V200,3,1
Vavasour,V126,1,3
Vayle,V400,1,1
Veal,V400,8,1
Veale,V400,2,1
Veals,V420,1,2
Vear,V600,1,1
Vearey,V600,1,1
Veasey,V200,1,13
Veisey,V200,1,1
Veitch,V320,3,45
Vellacott,V423,1,1
Vellenoweth,V453,1,6
Venable,V514,1,1
Venn,V500,4,6
Venney,V500,1,11
Venning,V552,1,1
Venstan,V523,1,1
Ventham,V535,1,1
Venus,V520,1,19
Verdeille,V634,1,8
Vere,V600,1,15
Verey,V600,2,4
Verge,V620,1,1
Verity,V630,2,7
Vernam,V655,1,6
Vernnon,V655,1,1
Vernom,V655,1,1
Vernon,V655,12,137
Vero,V600,1,21
Verrall,V640,1,1
Verrey,V600,1,1
Verrier,V660,1,1
Verrill,V640,1,5
Vertigans,V632,1,3
Vertue,V630,1,3
Veryan,V650,1,2
Veysey,V200,1,2
Viall,V400,1,25
Vials,V420,1,3
Vicat,V230,1,5
Vice,V200,1,2
Vick,V200,1,2
Vickerman,V265,2,3
Vickers,V262,10,1
Vickery,V260,4,9
Victor,V236,1,1
Viets,V320,1,3
Vieusseux,V220,1,9
Vigne,V250,1,2636
Villers,V462,2,1
Villiers,V462,1,3
Vince,V520,4,4
Vincent,V525,15,5
Vinden,V535,1,11
Vine,V500,3,1
Viner,V560,3,5
Vines,V520,3,4
Viney,V500,3,1
Vinicombe,V525,1,1
Vinor,V560,1,1
Vinson,V525,1,2
Vint,V530,1,6
Vinycomb,V525,1,1
Vipond,V153,1,2
Vippond,V153,1,4
Virgo,V620,1,1
Virtue,V630,1,534
Visick,V220,1,1
Vitler,V346,1,1
Vivash,V120,1,196
Vivian,V150,7,2
Vizzard,V263,2,1
Voakes,V220,1,1
Voce,V200,2,2
Voell,V400,1,3
Vogan,V250,1,70
Voice,V200,1,1
Voile,V400,1,7
Voisey,V200,3,2
Vokins,V252,2,2
Voller,V460,1,2
Von Weitzel,V532,1,51
Vose,V200,1,7
Vosper,V216,1,1
Voss,V200,3,1
Vought,V230,2,1
Vowles,V420,3,1
Voysey,V200,2,9
Vuller,V460,1,1
Vye,V000,1,1
Wace,W200,1,4
Wadcock,W322,1,1
Waddell,W340,1,1
Waddicar,W326,1,4
Waddilove,W341,2,2
Waddingham,W352,1,2
Waddington,W352,7,1
Waddle,W340,2,2
Waddoups,W312,1,1
Waddy,W300,1,1
Wade,W300,30,3
Wademan,W355,1,8
Wadey,W300,1,1
Wadforth,W316,1,1
Wadge,W320,1,2
Wadham,W350,3,1
Wadington,W352,1,1
Wadkin,W325,2,10
Wadling,W345,1,175
Wadsworth,W326,10,4
Wager,W260,4,1
Wagget,W230,1,1
Waggott,W230,2,7
Waghom,W250,1,1
Waghorn,W265,2,1
Wagstaff,W231,7,5
Waight,W230,1,1
Wailes,W420,1,7
Wain,W500,8,1
Wainhouse,W520,1,3
Wainman,W550,1,1
Wainwright,W562,17,1
Waistcoat,W232,1,1
Waistcott,W232,1,1
Wait,W300,4,19
Waite,W300,8,1
Waites,W320,1,1
Waitt,W300,1,3
Wake,W200,2,1
Wakefield,W214,12,1199
Wakeford,W216,3,8
Wakelin,W245,5,6604
Wakeling,W245,3,3
Wakely,W240,1,1
Wakeman,W255,1,2
Waker,W260,1,11
Wakerley,W264,1,3
Walbank,W415,2,2
Walbrook,W416,1,4
Walch,W420,4,4
Walcott,W423,1,1
Walden,W435,6,1
Walding,W435,1,1
Waldock,W432,3,10
Waldrom,W436,1,71
Waldron,W436,3,1
Waldwyn,W435,1,2
Wale,W400,2,1
Wales,W420,3,1
Waley,W400,1,1
Walford,W416,3,138
Waling,W452,1,38
Walkden,W423,4,2
Walkear,W426,1,10
Walker,W426,181,1
Walkerdine,W426,1,7
Walkey,W420,2,1
Walkins,W425,1,1
Walkley,W424,2,3
Wall,W400,19,344
Wallace,W420,18,6
Wallage,W420,1,3
Wallbank,W415,2,2
Wallbridge,W416,1,213
Wallden,W435,1,1
Waller,W460,23,1
Wallers,W462,1,1
Walley,W400,3,21
Wallgate,W423,1,1
Wallinger,W452,1,28
Wallington,W452,3,1
Wallis,W420,25,3
Walliss,W420,1,1
Walls,W420,6,1
Wallton,W435,1,1
Wallwork,W462,5,50
Walmisley,W452,1,1
Walmsby,W452,1,338
Walmsley,W452,17,66
Walpole,W414,2,1
Walsgrove,W426,1,1
Walsh,W420,24,11
Walsham,W425,4,10
Walshaw,W420,2,1
Walsingham,W425,1,5
Walter,W436,16,1
Walters,W436,19,1
Waltham,W435,1,28
Walthew,W430,1,2
Walton,W435,44,3
Wand,W530,1,1
Wandlass,W534,1,26
Wane,W500,2,143
Wanford,W516,1,1
Wanklen,W524,1,1
Wanless,W542,1,1
Wanmer,W560,1,17
Wannop,W510,1,3
Wanstall,W523,3,1
Want,W530,2,1
Wapplington,W145,1,2
Wapshatt,W123,1,3
Warboys,W612,3,18
Warbrick,W616,1,3
Warburton,W616,18,1
Warbutton,W613,1,23
Warby,W610,1,7
Warchis,W622,1,12
Ward,W630,131,21
Wardell,W634,4,1
Warden,W635,3,2
Wardle,W634,9,1
Wardley,W634,4,38
Wardman,W635,2,4
Wardrobe,W636,2,1
Wardroper,W636,1,2
Wardropper,W636,1,1
Ware,W600,11,5
Wareand,W653,1,5
Wareham,W650,3,1
Wareing,W652,3,101
Waren,W650,1,1
Warhurst,W662,1,1
Waring,W652,13,13
Warman,W655,3,3
Warmington,W655,2,8
Warmoll,W654,1,149
Warn,W650,4,229
Warne,W650,5,1424
Warner,W656,18,1
Warnes,W652,2,40
Warnett,W653,1,75
Warpole,W614,2,1
Warr,W600,6,2
Warrell,W640,1,1
Warren,W650,48,1
Warrender,W653,2,7
Warrener,W656,2,3
Warrillow,W640,1,177
Warrilow,W640,3,3
Warriner,W656,4,34
Warrington,W652,6,2
Warris,W620,1,3
Warry,W600,2,4
Warters,W636,2,1
Warton,W635,1,1
Warvell,W614,1,2
Warwick,W620,8,2
Warwicker,W626,1,1
Washbrook,W216,2,2
Washer,W260,1,2
Washington,W252,2,2
Wass,W200,2,3
Wassall,W240,1,1
Wassell,W240,1,2
Wastell,W234,1,1
Watchman,W325,2,1
Watchorn,W326,1,1
Wate,W300,1,1
Waterall,W364,1,1
Waterfield,W361,1,26
Waterhouse,W362,10,1
Waterman,W365,6,1
Waters,W362,38,3
Waterson,W362,4,3
Waterston,W362,1,5
Waterton,W363,1,8
Waterworth,W366,2,54
Wath,W300,1,4
Watham,W350,1,1
Watkin,W325,9,11
Watkins,W325,43,1
Watkinson,W325,6,184
Watling,W345,3,518
Watmere,W356,1,16
Watson,W325,100,162
Watt,W300,2,2
Watters,W362,1,50
Watterson,W362,1,1
Watthew,W300,1,22
Watton,W350,2,1
Watts,W320,65,1
Waudby,W310,1,1
Waugh,W200,5,1
Wavell,W140,1,2
Way,W000,5,25
Waycott,W230,1,214
Waygood,W230,1,1
Wayland,W453,1,3
Waylett,W430,1,3
Wayling,W452,1,1
Wayman,W550,3,4
Waymark,W562,2,4
Wayne,W500,1,80046
Wayt,W300,1,377
Wayte,W300,2,7
Weadson,W325,1,2
Weager,W260,1,1
Weagey,W200,1,1
Weakham,W250,1,12
Weakner,W256,1,1
Weale,W400,3,4
Weallins,W452,1,79
Wear,W600,6,2
Weardon,W635,1,1
Weare,W600,1,14
Wearing,W652,1,1
Wearmouth,W653,1,2
Wearn,W650,2,6
Wearne,W650,1,9
Weatherall,W364,4,1
Weatherby,W361,3,13
Weatherdon,W363,1,1
Weatherell,W364,1,137
Weatherill,W364,2,4
Weatherley,W364,3,1
Weatherly,W364,1,1
Weathers,W362,1,115
Weaver,W160,21,3
Weavers,W162,1,2
Weavil,W140,1,5
Weavill,W140,1,9
Weaving,W152,1,1
Webb,W100,86,1
Webber,W160,22,2
Webley,W140,1,2
Webster,W123,48,2
Wedd,W300,1,103
Weddell,W340,1,1
Weddle,W340,2,16
Wedgberow,W321,1,2
Wedgberrow,W321,1,4
Wedge,W320,2,3
Wedgwood,W323,2,1
Wedlock,W342,1,2
Weed,W300,1,15
Weeden,W350,4,5
Weedon,W350,2,18
Weeds,W320,2,1
Weekes,W220,2,6
Weeks,W200,11,4
Weel,W400,1,1
Weetman,W355,1,4
Wegg,W200,2,4
Weighell,W240,1,3
Weight,W230,3,1
Weightman,W235,1,1
Weir,W600,4,2
Weiss,W200,1,1
Welband,W415,1,2
Welberry,W416,1,7
Welborn,W416,1,201955
Welbourn,W416,2,50
Welburn,W416,1,1
Welby,W410,1,1
Welch,W420,30,1
Welchman,W425,2,1
Welcome,W425,1,1
Weld,W430,1,1
Weldele,W434,1,1
Weldon,W435,1,1
Welfare,W416,1,5
Welford,W416,1,5
Wellard,W463,1,1
Wellden,W435,2,109
Weller,W460,9,3
Welling,W452,1,8
Wellings,W452,2,1
Wellington,W452,4,35
Wellon,W450,1,1
Wells,W420,45,2
Wellsted,W423,1,6
Wellstood,W423,1,1
Welman,W455,2,1
Welsby,W421,3,1
Welsford,W421,2,1
Welsh,W420,15,1
Welshman,W425,1,4
Welstead,W423,2,1
Welton,W435,6,1
Wem,W500,1,1
Wemberque,W516,1,7
Wendon,W535,1,253
Wenman,W550,1,1
Wennell,W540,1,1
Wentworth,W536,5,1
Wernham,W655,3,1
Werrett,W630,1,3
Wescomb,W251,1,1
Wesleak,W242,1,2
Wesley,W240,5,4
Wessendorf,W253,1,6
Wesson,W250,1,2
West,W230,71,240
Westaby,W231,1,267
Westall,W234,2,1
Westaway,W230,1,1
Westbrook,W231,3,1
Westbury,W231,2,1
Westby,W231,3,2
Westcott,W232,3,1
Westerby,W236,3,1
Westerdale,W236,1,27
Westerman,W236,4,650
Western,W236,4,1
Westfold,W231,1,2
Westgarth,W232,1,1
Westgartt,W232,1,1
Westhead,W233,1,1
Westhorp,W236,1,2
Westlake,W234,4,1
Westley,W234,3,2
Westmacott,W235,1,53
Westmoreland,W235,2,1
Westnutt,W235,1,2876
Westoby,W231,2,4
Weston,W235,29,1
Westray,W236,1,1
Westrop,W236,1,81
Westrup,W236,2,14
Westwell,W234,1,1
Westwood,W233,11,1
Wetherall,W364,5,2
Wetlauffer,W341,1,1
Wetton,W350,5,1
Weyman,W550,1,142
Weymouth,W530,1,80
Whale,W400,7,7
Whales,W420,1,1
Whaley,W400,2,6
Whall,W400,1,1
Whalley,W400,11,36
Whalmsley,W452,1,1
Whanam,W550,1,1
Wharan,W650,1,1
Wharin,W650,1,163732
Wharton,W635,14,1
Whates,W320,1,43
Whatford,W316,1,1
Whatley,W340,4,3
Whatmore,W356,1,9
Whatmough,W352,3,1
Wheadon,W350,1,115
Whears,W620,1,10
Wheatcroft,W326,1,2
Wheater,W360,1,3
Wheatley,W340,10,1
Wheatly,W340,2,1
Wheatman,W355,1,1
Wheaver,W160,1,1
Whedden,W350,1,1
Wheddon,W350,1,8
Wheel,W400,1,29
Wheeldon,W435,8,2
Wheele,W400,1,19
Wheeler,W460,36,1
Wheelhouse,W420,1,2272
Wheelton,W435,2,1
Wheelwright,W462,1,2
Wheiler,W460,1,74
Whelan,W450,2,1
Wheldon,W435,2,4
Whellans,W452,1,1
Wheller,W460,1,2
Whelton,W435,2,1
Whenman,W550,1,1
Wherly,W640,1,8
Whettam,W350,1,6
Whetter,W360,1,1
Whetton,W350,2,1
Whewell,W400,2,5
Whibberley,W164,1,4
Whibley,W140,2,1
Whibly,W140,1,1
Whicker,W260,1,1
Whiddon,W350,1,1
Whiffen,W150,2,2
Whiffin,W150,1,1
Whight,W230,1,3
Whiles,W420,2,4
Whiley,W400,2,1
Whillis,W420,1,1
Whinham,W550,1,1153
Whipp,W100,3,5
Whipps,W120,2,2
Whippy,W100,1,1
Whiscombe,W251,1,4
Whisken,W250,1,3
Whiskin,W250,1,1
Whisler,W246,1,1
Whiston,W235,2,2
Whitaker,W326,29,2
Whitbread,W316,1,463
Whitburn,W316,1,2
Whitby,W310,8,2
Whitchurch,W326,1,1
White,W300,201,68
Whitear,W360,1,1
Whiteby,W310,1,1
Whitefield,W314,1,9
Whitehall,W340,1,2
Whitehead,W330,51,3
Whitehorn,W365,1,2
Whitehouse,W320,11,5
Whitehurst,W362,3,6
Whiteing,W352,1,7
